no_letter,no_digit,no_special _char,no_keyword,length,entropy,no_semicolon,no_single_ qout,no_double_ qout,no_percentage,whit_ space,no_punctuation,no_logical _operat,no_operat,no_or,no_and,no_comment,no_null Value in the SQL Query,label
19,48,2,5,86,4.025338549,0,0,1,0,7,9,1,2,0,0,0,0,1
14,12,1,4,33,4.028946392,0,0,0,0,5,2,1,1,0,0,0,0,1
64,8,7,12,100,4.507669837,0,0,1,0,12,8,4,4,1,0,1,0,1
20,16,2,3,51,4.500377548,0,4,0,0,7,6,1,2,1,1,0,0,1
41,2,12,5,68,4.28290204,0,4,0,0,8,5,1,2,0,1,0,0,1
28,13,5,3,58,4.605753573,1,1,0,1,7,4,0,4,0,0,1,0,1
46,1,3,12,64,3.205224989,0,1,0,0,5,10,1,2,0,0,1,8,1
71,9,10,7,111,4.61722794,0,1,0,0,14,7,0,4,1,0,1,0,1
25,18,5,4,61,4.583510953,0,1,0,0,8,4,0,4,0,1,1,0,1
89,47,36,9,202,4.34370927,0,4,0,0,15,4,1,12,0,2,0,0,1
104,45,48,13,223,4.613026617,0,0,4,0,17,4,2,2,0,2,0,0,1
112,35,24,14,201,4.834333261,0,4,0,0,16,14,2,3,2,3,0,0,1
23,4,2,2,43,4.231286197,0,6,0,0,6,8,0,1,1,1,0,0,1
83,60,52,9,216,4.564019193,0,0,0,0,15,4,0,4,1,1,0,0,1
21,2,5,1,38,4.40582225,1,1,0,1,3,7,1,3,0,0,1,0,1
67,12,3,12,104,4.618562485,1,1,0,0,12,10,4,4,0,0,1,0,1
2,12,0,1,18,3.281036113,0,0,0,0,3,1,0,2,1,0,0,0,1
6,13,2,1,25,3.86346519,0,0,0,0,3,1,0,1,0,1,0,0,1
74,10,10,9,122,4.360707153,0,4,0,0,13,14,5,3,0,2,0,0,1
68,18,5,9,117,4.474267134,0,0,0,0,13,12,5,5,0,1,1,0,1
31,12,8,7,63,3.939537123,0,0,0,0,10,2,0,2,0,0,0,0,1
3,12,3,0,24,3.834962501,1,1,0,0,1,5,0,2,0,0,0,0,1
86,9,10,9,131,4.633170408,0,0,4,0,18,4,1,2,1,1,0,0,1
49,24,12,0,92,4.482596907,0,0,1,0,3,4,0,0,0,0,0,0,1
83,35,34,6,168,4.836333601,0,0,0,0,7,8,1,4,0,1,1,2,1
26,10,2,2,50,4.67856294,1,1,0,0,5,7,1,3,0,0,1,0,1
59,24,19,5,120,4.927613726,0,3,0,0,8,9,0,4,1,0,1,0,1
39,10,11,6,72,4.487167842,0,0,1,0,10,1,0,2,0,1,0,0,1
107,47,36,11,222,4.412754099,0,4,0,0,16,5,2,12,0,2,0,0,1
19,52,1,5,90,3.870093609,0,1,0,0,7,11,1,2,0,0,0,0,1
103,47,40,10,221,4.39180028,0,0,4,0,14,1,1,13,0,2,0,0,1
53,24,13,0,97,4.524876146,0,0,0,0,4,4,0,0,0,0,0,0,1
46,1,1,12,60,3.038378709,0,0,1,0,5,7,1,0,0,0,0,8,1
34,2,3,2,51,4.377993726,1,1,0,0,6,7,2,2,0,0,1,0,1
3,12,4,0,26,3.902174814,1,1,0,1,1,5,0,3,0,0,0,0,1
13,20,2,3,46,4.294663586,0,0,0,0,7,3,0,5,1,0,1,0,1
20,24,4,4,62,4.663243084,0,1,0,0,7,6,0,5,1,0,1,0,1
83,8,10,10,126,4.437856978,0,4,0,0,14,10,0,3,0,2,0,0,1
68,25,20,6,129,4.917349543,1,0,1,0,6,9,2,3,0,0,1,2,1
24,2,6,2,42,4.207211768,1,0,4,0,4,2,0,1,0,1,0,0,1
30,1,3,8,44,3.489364839,0,0,1,0,5,5,1,2,0,0,1,4,1
32,2,2,2,49,4.472379876,1,0,4,0,5,4,1,1,0,1,0,0,1
108,12,4,10,151,3.543463775,0,0,0,0,20,7,0,2,1,0,0,0,1
14,44,1,4,74,3.387887053,0,1,0,0,5,11,1,1,0,0,0,0,1
2,12,1,1,20,3.48418372,0,1,0,0,3,2,0,2,1,0,0,0,1
14,44,2,4,75,3.762207982,0,0,1,0,5,10,1,1,0,0,0,0,1
31,15,9,3,65,4.720380267,0,3,0,0,3,7,1,4,1,1,1,0,1
86,16,5,11,135,4.64283125,0,3,0,0,15,11,0,6,1,0,1,0,1
19,48,1,5,84,3.755443322,0,0,0,0,7,9,1,2,0,0,0,0,1
44,39,14,4,114,4.468966964,0,0,4,0,6,6,0,2,1,1,0,0,1
82,33,33,6,164,4.786236297,0,0,0,0,7,8,1,4,1,0,1,2,1
17,19,7,1,49,4.323666478,0,1,0,1,3,2,0,2,1,0,0,0,1
14,16,1,4,39,4.316826898,0,1,0,0,5,4,1,1,0,0,0,0,1
39,24,22,2,95,4.544826172,0,0,0,0,5,4,0,2,1,1,0,0,1
71,79,24,9,203,4.77364793,0,4,0,0,16,12,0,4,1,0,0,0,1
25,48,2,6,94,3.799734845,0,1,0,0,9,10,1,2,0,0,0,0,1
14,44,1,4,77,3.504234685,0,1,0,1,5,13,1,4,0,0,1,0,1
65,19,8,11,113,4.49343943,0,2,0,0,14,7,0,2,1,0,0,0,1
65,18,8,11,108,4.545821719,0,0,0,0,12,5,1,2,1,0,0,0,1
18,13,4,3,47,4.222052884,0,4,0,0,7,5,1,2,0,2,0,0,1
64,26,8,12,122,4.52670053,1,0,1,0,16,6,0,5,0,0,1,0,1
3,9,3,1,20,3.821928095,0,1,0,1,3,1,0,2,0,1,0,0,1
3,9,1,1,19,3.721611724,0,1,0,0,3,3,0,3,0,1,1,0,1
26,1,1,7,36,3.443842627,0,0,0,0,5,4,1,2,0,0,1,3,1
47,35,10,3,108,4.492674,0,4,0,0,6,9,0,2,1,1,0,0,1
67,8,4,13,106,4.505403938,0,4,0,2,14,10,4,5,1,1,0,0,1
22,10,6,2,49,4.229519987,0,4,0,0,5,5,0,2,0,2,0,0,1
83,8,8,10,124,4.356334761,0,4,0,0,14,10,0,3,0,2,0,0,1
46,32,20,6,121,4.48004478,0,0,4,2,10,5,0,5,1,1,0,0,1
18,10,5,3,40,4.106198333,0,0,0,0,7,0,0,1,1,0,0,0,1
76,17,9,8,125,4.72513109,0,0,0,0,16,6,0,5,1,0,1,0,1
23,2,6,3,41,3.66525742,0,0,4,0,7,0,1,0,0,2,0,0,1
15,22,4,1,46,4.409189675,0,0,1,0,3,1,0,1,0,1,0,0,1
64,15,9,10,113,4.641927504,0,8,0,0,16,8,0,2,0,2,0,0,1
40,18,2,9,78,4.309592809,1,1,0,0,13,4,0,4,0,0,1,1,1
52,24,16,1,107,4.58167493,0,0,4,2,5,4,0,3,0,1,0,0,1
25,52,2,6,100,3.935000449,0,0,0,0,9,12,1,4,0,0,1,0,1
53,23,9,5,99,4.785492039,1,1,0,0,5,8,2,4,0,0,1,1,1
84,4,6,10,118,4.313538116,1,0,4,0,14,7,1,1,0,1,0,0,1
3,12,2,0,19,3.471354487,0,0,0,0,1,1,0,1,0,0,0,0,1
18,20,5,2,55,4.596609542,1,3,0,0,4,7,0,3,0,0,0,0,1
3,12,2,0,23,3.501397825,0,1,0,0,1,5,0,2,0,0,0,0,1
22,10,4,3,44,4.291611664,1,1,0,0,6,2,0,1,0,0,0,0,1
14,16,3,4,41,4.241102309,0,0,1,0,5,3,1,1,0,0,0,0,1
23,9,1,6,41,4.073913212,0,0,1,0,7,0,1,1,0,0,0,1,1
38,2,10,5,63,4.264735234,0,4,0,0,8,5,0,2,1,1,0,0,1
85,56,53,12,219,4.517066236,0,1,0,0,17,6,0,6,1,0,1,0,1
14,16,1,4,40,3.653701696,0,0,0,0,5,5,1,3,0,0,1,0,1
39,10,9,6,71,4.510259401,0,0,0,0,10,3,0,4,0,1,1,0,1
5,16,6,2,41,4.210733712,0,4,0,2,5,6,0,6,1,1,0,0,1
3,12,5,0,26,3.715453546,1,1,0,0,1,5,0,2,0,0,0,0,1
7,5,0,3,19,3.536886724,0,0,1,0,4,3,0,3,1,0,1,0,1
21,18,6,3,57,4.418342813,0,0,1,0,7,3,0,4,1,0,1,0,1
44,32,14,5,105,4.426996268,0,1,0,0,8,6,0,2,0,1,0,0,1
2,12,1,1,21,3.725650756,0,1,0,1,3,2,0,3,1,0,0,0,1
42,1,1,11,56,3.172962631,0,0,1,1,5,6,1,1,0,0,0,7,1
102,45,50,10,222,4.749197004,0,4,0,0,15,8,0,3,0,2,0,0,1
14,20,1,4,43,4.007205452,0,0,0,0,5,4,1,1,0,0,0,0,1
28,13,2,3,54,4.550821761,1,1,0,0,7,4,0,3,0,0,1,0,1
13,12,0,2,36,4.127986807,0,4,0,0,5,5,0,3,1,1,0,0,1
2,12,0,1,20,3.146439345,0,0,0,0,3,3,0,4,1,0,1,0,1
35,9,1,9,55,3.764130608,0,0,0,0,7,3,1,1,0,0,0,4,1
26,22,6,2,65,4.535518537,0,4,0,0,5,5,0,2,0,2,0,0,1
2,12,4,1,23,3.708132065,0,1,0,0,3,2,0,2,1,0,0,0,1
3,9,4,1,21,3.499227542,0,0,1,1,3,0,0,2,0,1,0,0,1
48,71,18,6,157,4.511132263,0,1,0,0,11,9,0,3,1,0,0,0,1
69,9,3,16,103,3.945599971,0,3,0,0,8,14,1,3,0,0,1,10,1
57,9,1,13,85,3.995795566,0,1,0,0,8,9,1,4,0,0,1,7,1
56,15,11,12,103,4.406574597,1,1,0,0,16,5,1,4,0,0,1,0,1
37,52,3,7,117,4.305839425,0,3,0,0,10,15,1,4,0,0,1,0,1
50,1,3,13,69,3.148139208,0,0,1,0,5,10,1,2,0,0,1,9,1
39,9,1,10,63,3.933204514,0,1,0,0,7,7,1,3,0,0,1,5,1
14,13,2,2,40,4.03418372,0,0,4,0,5,1,0,3,0,2,0,0,1
22,2,2,2,35,4.193429088,1,0,4,0,4,1,0,1,0,1,0,0,1
19,2,6,2,36,3.752715279,0,4,0,0,5,4,0,1,0,2,0,0,1
87,9,14,9,136,4.658676331,0,4,0,0,18,8,1,2,0,2,0,0,1
53,9,1,13,81,4.015394993,0,0,1,0,9,8,1,3,0,0,1,7,1
50,19,11,5,95,4.917562062,1,5,0,0,5,10,1,4,0,1,1,0,1
51,11,18,3,97,4.817098894,1,0,4,2,6,5,0,3,0,1,0,0,1
14,13,4,2,42,3.963745994,0,4,0,0,5,5,0,3,0,2,0,0,1
51,11,16,3,95,4.83161683,1,4,0,2,6,9,0,3,0,1,0,0,1
13,16,8,2,49,4.344002446,0,4,0,0,5,6,0,4,1,1,0,0,1
18,17,2,3,48,4.345713679,0,3,0,0,6,3,0,3,0,1,0,0,1
100,45,54,12,224,4.548546394,0,4,0,0,15,8,1,3,0,2,0,0,1
31,15,9,7,70,4.128534896,1,1,0,0,10,5,0,4,0,0,1,0,1
65,21,9,11,113,4.438607883,1,0,1,0,12,5,1,2,1,0,0,0,1
19,10,7,3,45,4.22031352,0,0,0,0,6,3,0,3,1,0,1,0,1
53,18,8,10,95,4.247788858,0,0,0,0,12,4,0,2,0,0,0,0,1
13,20,3,3,46,4.246843348,0,0,1,0,7,1,0,3,1,0,0,0,1
43,23,8,4,86,4.692163779,1,1,0,0,4,8,2,3,0,0,1,1,1
5,12,0,2,30,3.881727679,0,4,0,2,5,5,0,5,1,1,0,0,1
9,16,2,2,34,4.256149238,0,0,1,0,3,3,0,2,1,0,0,0,1
60,71,22,7,179,4.713779348,0,4,0,0,13,12,0,4,0,2,0,0,1
35,24,6,3,78,4.633455502,1,4,0,0,5,6,0,3,0,0,0,0,1
14,40,1,4,70,3.631108909,0,1,0,1,5,10,1,2,0,0,0,0,1
32,15,8,3,65,4.756757621,0,2,1,0,3,6,1,4,0,2,1,0,1
14,17,1,3,41,4.113172736,0,0,1,0,7,0,0,2,0,1,0,0,1
80,13,8,8,125,4.76926457,1,0,1,0,16,7,0,4,0,0,1,0,1
42,13,6,8,79,4.384945621,0,4,0,0,13,4,1,2,0,1,0,0,1
14,9,4,2,37,3.80404796,0,4,0,0,5,4,0,2,0,2,0,0,1
14,20,4,2,48,4.261842188,1,0,0,0,5,4,0,3,0,0,0,0,1
13,20,1,3,44,4.160312085,0,1,0,0,7,2,0,3,1,0,0,0,1
63,6,4,8,101,4.31396682,1,0,4,2,11,11,5,4,0,1,0,0,1
77,35,32,5,158,4.765373376,0,0,0,0,5,8,1,4,0,1,1,2,1
18,13,6,3,49,4.1170756,0,0,4,0,7,1,1,2,0,2,0,0,1
92,45,54,12,218,4.539333764,0,0,4,2,15,4,1,5,0,2,0,0,1
14,40,1,4,68,3.603020851,0,0,0,0,5,9,1,1,0,0,0,0,1
72,4,8,9,109,4.322727256,1,4,0,2,12,11,0,4,0,1,0,0,1
64,26,7,12,120,4.443157961,1,0,0,0,16,6,0,5,0,0,1,0,1
49,9,2,12,77,4.042616087,0,0,1,0,9,7,1,3,0,0,1,6,1
48,12,19,2,91,4.775390899,1,0,1,1,4,7,0,3,0,0,1,0,1
74,12,2,9,110,4.431769213,1,1,0,0,12,10,0,4,0,0,1,0,1
101,43,19,13,191,4.801377786,0,1,0,0,14,13,1,6,3,1,1,0,1
33,10,9,5,61,4.423915256,0,0,0,0,8,1,0,2,0,1,0,0,1
14,36,4,4,67,3.951304348,0,0,1,0,5,8,1,1,0,0,0,0,1
44,15,9,4,81,4.700736966,0,3,0,0,6,7,2,4,1,1,1,0,1
94,3,8,7,138,4.432462144,1,10,0,0,16,17,2,3,1,1,0,0,1
13,24,4,3,54,4.360735419,0,1,0,0,7,5,0,6,1,0,1,0,1
72,32,18,3,138,4.841771416,0,4,0,0,8,8,0,1,0,0,0,0,1
102,50,40,10,224,4.518513587,0,4,0,0,14,6,1,14,1,1,0,0,1
47,23,9,5,96,4.987480767,0,5,0,0,6,9,1,6,0,2,1,0,1
21,2,3,1,32,4.25,1,0,0,0,3,4,1,0,0,0,0,0,1
26,10,4,3,48,4.303508855,1,1,0,0,5,2,0,2,0,0,0,0,1
76,17,8,8,124,4.717690166,0,0,0,0,16,6,0,5,1,0,1,0,1
14,8,1,4,29,4.142295219,0,0,1,0,5,1,1,1,0,0,0,0,1
27,4,4,3,50,4.28836744,1,2,4,0,7,5,1,0,1,1,0,0,1
53,18,8,10,99,4.321572335,1,0,1,1,12,6,0,5,0,0,1,0,1
39,10,10,6,73,4.544917709,0,0,1,0,10,3,0,4,0,1,1,0,1
51,35,14,4,117,4.569651342,0,0,4,0,8,5,1,1,1,1,0,0,1
82,16,6,11,130,4.471696596,0,1,0,0,16,9,0,5,1,0,1,0,1
30,29,6,3,79,4.60382268,0,4,0,0,6,5,0,4,1,0,0,0,1
72,9,8,7,111,4.63876271,0,1,0,1,14,7,0,5,0,1,1,0,1
2,12,3,1,22,3.663532755,0,0,1,0,3,1,0,2,1,0,0,0,1
41,9,3,10,66,4.115031084,0,1,0,0,9,4,1,1,0,0,0,4,1
24,16,2,4,56,4.626301967,0,0,4,0,7,3,1,2,1,1,0,0,1
3,13,2,1,23,3.638147696,0,1,0,0,3,2,0,2,0,1,0,0,1
55,26,13,10,116,4.847241186,0,4,0,0,16,5,0,3,1,1,0,0,1
53,28,5,9,110,4.616023325,1,0,1,0,15,7,0,5,0,0,1,0,1
65,14,3,8,106,4.367988483,1,0,0,0,11,13,5,4,0,0,1,0,1
69,4,2,8,93,4.099495496,1,0,0,0,10,9,0,3,0,0,1,0,1
18,10,4,3,42,4.252453066,0,1,0,0,7,3,0,3,1,0,1,0,1
85,8,6,10,121,4.347251403,0,1,0,0,15,7,1,2,0,1,0,0,1
52,27,22,3,112,4.562735757,0,1,0,1,3,7,1,4,1,0,1,1,1
46,40,20,6,123,4.429530495,0,0,0,0,10,5,0,3,1,1,0,0,1
14,12,1,4,36,4.120635071,0,1,0,0,5,5,1,3,0,0,1,0,1
82,29,34,5,161,4.749603683,0,4,0,0,5,10,1,2,1,1,0,2,1
31,13,9,3,66,4.498104537,0,0,1,1,6,5,0,5,1,0,1,0,1
22,13,2,5,49,4.509832997,0,3,0,0,7,4,0,3,1,0,0,0,1
2,12,3,1,22,3.754441846,0,1,0,0,3,2,0,2,1,0,0,0,1
84,5,8,8,121,4.513604825,1,0,4,0,16,5,1,1,0,1,0,0,1
18,20,3,2,54,4.647953474,1,3,0,0,4,7,0,4,0,0,0,0,1
79,56,52,11,209,4.407811398,0,0,0,0,15,5,0,6,1,0,1,0,1
34,15,14,4,79,4.720522439,0,2,4,2,5,4,1,5,1,2,0,0,1
2,12,3,1,22,3.390805482,0,1,0,0,3,2,0,2,1,0,0,0,1
122,34,34,13,216,4.865163114,0,0,4,0,15,7,3,1,1,1,0,1,1
131,19,10,15,193,3.8535894,0,0,0,0,26,7,0,2,0,0,0,0,1
39,11,9,3,66,4.653872339,1,2,0,0,3,5,1,1,0,1,0,0,1
14,44,1,4,75,3.444873262,0,1,0,1,5,11,1,2,0,0,0,0,1
34,18,6,5,73,4.509437018,0,2,0,0,9,3,0,4,1,0,0,0,1
31,16,8,2,65,4.665739975,1,0,4,0,4,2,0,1,0,1,0,0,1
49,24,13,0,93,4.475605113,0,1,0,0,3,5,0,0,0,0,0,0,1
14,44,4,4,77,3.702895315,0,0,1,0,5,10,1,1,0,0,0,0,1
75,29,33,4,147,4.677454882,0,0,0,0,4,6,1,1,1,0,0,2,1
91,48,54,12,221,4.582259225,0,4,0,2,15,9,1,6,1,1,0,0,1
14,36,3,4,66,3.735206665,0,0,1,0,5,8,1,1,0,0,0,0,1
39,9,2,10,61,3.807267857,0,0,0,0,7,4,1,1,0,0,0,5,1
7,24,2,2,43,3.948920861,0,0,0,0,5,4,0,6,1,0,1,0,1
42,10,10,6,78,4.436517611,0,4,0,0,9,5,0,4,1,0,0,0,1
36,23,6,8,83,4.247061445,1,0,1,0,12,4,0,5,0,0,1,0,1
38,1,0,10,52,3.279968875,0,1,0,1,5,8,1,3,0,0,1,6,1
42,21,8,8,88,4.523740924,1,0,1,1,12,3,0,3,0,0,0,0,1
38,11,14,4,78,4.617492521,1,6,0,2,4,9,1,4,0,2,0,0,1
42,23,10,5,90,4.88331803,0,2,1,0,7,6,1,5,1,1,1,0,1
59,9,1,15,86,3.543599518,0,1,0,0,7,10,1,1,0,0,0,10,1
29,9,7,2,55,4.366987896,1,0,1,0,4,6,0,3,0,0,1,0,1
14,9,0,2,33,3.711060786,0,4,0,0,5,4,0,2,0,2,0,0,1
25,20,3,6,60,4.279411587,0,1,0,0,9,3,1,2,0,0,0,0,1
12,4,1,1,27,4.310443058,1,2,1,0,3,7,0,2,1,0,1,0,1
55,18,15,10,116,4.788148488,0,4,4,2,16,5,0,5,1,1,0,0,1
46,21,7,5,93,4.574405711,0,3,0,0,9,8,0,6,1,0,1,0,1
53,29,8,10,111,4.703419732,1,0,1,0,16,3,0,3,0,0,0,0,1
67,18,4,9,116,4.46533715,0,1,0,0,13,13,5,5,1,0,1,0,1
8,16,2,2,40,4.28418372,0,4,0,2,5,6,0,5,1,1,0,0,1
46,1,4,12,63,3.169889437,0,0,1,0,5,7,1,0,0,0,0,8,1
30,2,11,4,50,4.173340441,0,0,1,0,6,1,1,1,0,0,0,0,1
7,5,0,3,18,3.419381946,0,0,0,0,4,3,0,3,1,0,1,0,1
42,21,7,5,86,4.697109051,0,0,0,0,10,5,0,5,1,0,1,0,1
33,10,9,5,62,4.348941674,0,0,1,0,8,1,0,2,0,1,0,0,1
14,17,2,3,43,4.297675801,0,0,0,0,7,2,0,4,0,1,1,0,1
80,8,8,14,122,4.560557298,0,0,4,0,16,6,5,2,0,2,0,0,1
7,5,1,3,17,3.690116518,0,0,0,0,4,1,0,1,1,0,0,0,1
31,15,9,3,64,4.720714016,0,2,0,0,3,6,1,4,1,1,1,0,1
26,1,3,7,37,3.530021866,0,1,0,0,5,3,1,0,0,0,0,3,1
96,49,52,10,222,4.569005262,0,4,0,0,17,7,1,2,0,2,0,0,1
2,12,1,1,19,3.471354487,0,0,0,0,3,1,0,2,1,0,0,0,1
103,63,21,15,222,4.83334163,0,0,1,0,22,10,0,7,2,1,1,0,1
15,10,5,1,35,4.125871146,0,0,0,0,4,1,0,1,0,1,0,0,1
82,9,14,8,130,4.619913077,0,0,4,0,16,4,0,3,1,1,0,0,1
30,1,2,8,43,3.47444962,0,0,1,0,5,5,1,2,0,0,1,4,1
30,10,10,4,58,4.28912378,1,0,0,0,6,2,0,2,0,0,0,0,1
32,17,10,3,69,4.448821473,1,0,0,0,6,4,0,2,0,1,0,0,1
71,25,34,4,142,4.683811109,0,1,0,0,3,9,1,3,1,0,1,2,1
78,18,6,10,131,4.582975947,0,2,0,0,14,12,5,5,0,1,0,0,1
40,35,12,3,105,4.509357667,0,0,4,2,6,5,0,4,0,2,0,0,1
46,13,8,9,86,4.294380232,0,4,0,0,15,4,2,1,0,1,0,0,1
14,24,1,4,49,3.738627175,0,1,0,0,5,6,1,1,0,0,0,0,1
20,2,1,4,32,3.741729297,0,1,0,0,7,3,1,2,1,0,1,0,1
80,25,21,7,145,4.960799647,1,3,0,0,7,12,2,3,0,0,1,2,1
41,10,9,6,73,4.406917244,0,0,0,0,10,3,1,4,0,0,1,0,1
44,9,8,4,76,4.567788244,1,0,4,0,8,4,1,1,0,1,0,0,1
19,48,1,5,85,3.474898538,0,0,1,0,7,9,1,2,0,0,0,0,1
40,18,2,9,78,4.29023672,1,0,1,0,13,3,0,4,0,0,1,1,1
119,20,5,12,178,3.919940369,0,0,0,0,24,9,0,5,1,0,1,0,1
34,10,6,5,65,4.429705606,0,0,4,0,10,1,1,1,1,1,0,0,1
14,24,1,4,51,4.067553353,0,1,0,0,5,8,1,3,0,0,1,0,1
20,10,5,3,45,4.489199419,0,1,0,0,6,4,0,3,0,1,1,0,1
14,12,1,4,34,4.065260268,0,0,1,0,5,2,1,1,0,0,0,0,1
60,79,20,8,186,4.674847877,0,0,1,0,15,10,0,6,0,1,1,0,1
31,13,9,3,64,4.405388868,0,0,0,0,6,5,0,4,1,0,1,0,1
73,10,8,9,119,4.465614255,0,4,0,0,13,14,5,3,1,1,0,0,1
49,11,8,3,87,4.589695801,1,0,0,0,10,9,1,1,0,0,0,0,1
116,51,70,12,262,4.595061597,0,4,0,0,20,4,1,2,0,2,0,0,1
61,9,1,15,90,3.819880909,0,0,0,0,9,10,1,3,0,0,1,9,1
25,20,2,6,59,4.317142575,0,1,0,0,9,3,1,2,0,0,0,0,1
112,35,24,14,201,4.798784769,0,0,4,0,16,10,2,3,2,3,0,0,1
61,9,3,13,93,4.24300848,0,3,0,0,10,10,1,3,0,0,1,6,1
15,12,4,2,41,4.305858944,0,2,0,0,6,4,0,1,1,1,0,0,1
14,28,1,4,56,3.998422334,0,1,0,0,5,9,1,3,0,0,1,0,1
81,55,36,9,198,4.255240714,0,0,0,0,15,0,1,12,0,2,0,0,1
42,24,17,2,96,4.709053101,0,0,1,0,5,6,0,4,0,1,1,0,1
26,10,3,2,51,4.55439495,1,1,0,0,5,7,1,3,0,0,1,0,1
20,16,4,3,53,4.425664794,0,4,0,0,5,7,0,3,1,1,0,0,1
60,71,20,7,177,4.720896018,0,0,4,0,13,8,0,4,0,2,0,0,1
57,32,23,4,125,4.737891031,0,1,0,0,5,7,1,4,1,0,1,1,1
21,21,4,4,58,4.599023236,0,0,0,0,7,4,0,4,0,1,1,0,1
8,21,2,2,41,4.187450335,0,1,0,0,5,4,0,5,0,1,1,0,1
14,28,2,4,56,3.813935212,0,1,0,1,5,7,1,2,0,0,0,0,1
46,23,7,9,96,4.41755495,1,1,0,0,13,5,0,6,0,0,1,0,1
50,1,1,13,64,2.913879771,0,0,0,0,5,8,1,0,0,0,0,9,1
102,45,52,10,224,4.638291636,0,4,0,0,15,8,0,3,0,2,0,0,1
13,24,3,3,53,4.350680484,0,0,1,0,7,4,0,6,1,0,1,0,1
16,4,0,1,30,4.148394346,0,2,0,0,5,6,0,2,1,0,1,0,1
40,16,18,2,90,4.640270219,0,0,4,2,5,4,0,4,0,2,0,0,1
90,45,52,12,211,4.413582548,0,0,4,0,17,2,1,2,0,2,0,0,1
42,15,12,4,83,4.796019552,0,2,4,0,5,4,1,3,1,2,0,0,1
11,2,5,1,22,3.697845823,1,1,0,1,2,2,0,1,0,0,0,0,1
65,14,2,8,106,4.375110064,1,0,1,0,11,13,5,4,0,0,1,0,1
46,13,10,9,88,4.359873882,0,0,4,0,15,0,2,1,0,1,0,0,1
2,12,3,1,25,3.78346519,0,0,1,1,3,3,0,5,1,0,1,0,1
7,5,1,3,18,3.794653474,0,0,1,0,4,1,0,1,1,0,0,0,1
46,11,14,4,84,4.648728323,1,6,0,0,4,9,1,2,0,2,0,0,1
44,39,14,4,114,4.554707644,0,4,0,0,6,10,0,2,1,1,0,0,1
7,2,2,3,16,3.452819531,0,1,0,1,4,1,0,1,1,0,0,0,1
63,32,23,5,132,4.824750982,0,0,0,0,7,6,1,4,1,0,1,1,1
34,1,2,9,46,3.322105961,0,0,1,0,5,4,1,0,0,0,0,5,1
101,48,50,10,225,4.762680462,0,4,0,0,15,9,0,4,1,1,0,0,1
7,20,1,2,37,4.013111136,0,0,0,0,5,3,0,5,1,0,1,0,1
57,9,2,14,85,3.733036386,0,0,1,0,9,7,1,1,0,0,0,8,1
17,13,8,2,49,4.267771069,0,4,0,0,5,5,0,2,0,2,0,0,1
55,32,16,6,124,4.51093036,0,4,0,0,10,9,0,3,0,2,0,0,1
8,2,5,1,19,3.787143961,0,1,0,1,3,1,0,1,0,1,0,0,1
63,71,22,8,183,4.659795735,0,0,4,0,15,8,1,3,1,1,0,0,1
82,17,10,9,135,4.717913033,0,0,1,0,18,6,0,5,1,0,1,0,1
66,37,13,6,133,4.55686157,0,1,0,0,11,6,0,1,0,0,0,0,1
77,16,4,10,121,4.560156456,0,0,1,0,14,8,0,5,0,1,1,0,1
39,35,10,3,102,4.442793369,0,4,0,2,6,9,0,4,1,1,0,0,1
61,9,2,15,92,3.920173971,0,1,0,0,9,11,1,3,0,0,1,9,1
30,2,8,5,55,4.278249996,0,0,4,2,8,1,0,4,1,1,0,0,1
43,21,8,5,89,4.744337785,0,1,0,0,10,6,0,5,0,1,1,0,1
60,6,4,7,91,4.151704717,1,0,0,0,9,13,5,3,0,0,1,0,1
55,32,16,6,124,4.584028247,0,4,0,0,10,9,0,3,0,2,0,0,1
27,2,11,4,47,3.934610863,0,0,1,0,6,1,0,1,1,0,0,0,1
20,16,2,3,51,4.382730489,0,0,4,0,7,2,1,2,1,1,0,0,1
52,35,16,4,120,4.602911455,0,4,0,0,8,9,1,1,0,2,0,0,1
36,10,5,3,66,4.720392938,1,3,0,0,6,9,1,3,0,0,1,0,1
76,27,33,4,146,4.732939617,0,0,0,0,4,6,1,1,0,1,0,2,1
80,8,6,14,120,4.514066618,0,4,0,0,16,10,5,2,0,2,0,0,1
49,10,6,3,83,4.510674077,1,0,0,0,10,8,1,1,0,0,0,0,1
61,12,17,3,104,4.821619079,1,1,0,0,7,8,1,2,0,0,1,0,1
14,20,4,4,46,4.09368288,0,0,0,0,5,4,1,1,0,0,0,0,1
25,36,3,6,79,4.267149698,0,0,0,0,9,6,1,2,0,0,0,0,1
35,9,0,9,56,3.91105647,0,0,0,0,7,5,1,3,0,0,1,4,1
73,4,8,12,108,4.525295769,1,0,4,0,12,7,4,2,0,1,0,0,1
28,13,4,3,56,4.462993984,1,0,1,0,7,3,0,3,0,0,1,0,1
111,12,10,11,169,3.808974553,0,4,0,2,22,11,0,5,1,1,0,0,1
2,12,3,1,22,3.516027641,0,0,1,0,3,1,0,2,1,0,0,0,1
76,8,6,13,115,4.576518497,0,4,0,0,14,10,4,3,0,2,0,0,1
48,16,22,2,100,4.659079571,0,0,4,0,5,4,0,2,0,2,0,0,1
50,1,4,13,68,3.11295428,0,1,0,0,5,9,1,0,0,0,0,9,1
54,1,4,14,73,3.061065171,0,0,1,0,5,9,1,0,0,0,0,10,1
